Identifier	Character	Dialogue	Filename	Line Number
tutorial_atl_821fcb91	e	We've already seen the position properties. Along with xalign and yalign, we support the xpos, ypos, xanchor, and yanchor properties.	../tutorial_atl.rpyc	543
tutorial_atl_cca5082b	e	We can perform a pan by using xpos and ypos to position images off of the screen.	../tutorial_atl.rpyc	558
tutorial_atl_0394dd50	e	This usually means giving them negative positions.	../tutorial_atl.rpyc	560
tutorial_atl_2624662e	e	The zoom property lets us scale the displayable by a factor, making it bigger and smaller. For best results, zoom should always be greater than 0.5.	../tutorial_atl.rpyc	577
tutorial_atl_b6527546	e	The xzoom and yzoom properties allow the displayable to be scaled in the X and Y directions independently.	../tutorial_atl.rpyc	591
tutorial_atl_9fe238de	e	The size property can be used to set a size, in pixels, that the displayable is scaled to.	../tutorial_atl.rpyc	602
tutorial_atl_6b982a23	e	The alpha property allows us to vary the opacity of a displayable. This can make it appear and disappear.	../tutorial_atl.rpyc	617
tutorial_atl_60d6d9f3	e	The rotate property lets us rotate a displayable.	../tutorial_atl.rpyc	631
tutorial_atl_898a138a	e	Since rotation can change the size, usually you'll want to set xanchor and yanchor to 0.5 when positioning a rotated displayable.	../tutorial_atl.rpyc	633
tutorial_atl_207b7fc8	e	The crop property crops a rectangle out of a displayable, showing only part of it.	../tutorial_atl.rpyc	644
tutorial_atl_ebb84988	e	When used together, they can be used to focus in on specific parts of an image.	../tutorial_atl.rpyc	658
tutorial_atl_d08fe8d9	e	Apart from displayables, pause, interpolation, and repeat, there are a few other statements we can use as part of ATL.	../tutorial_atl.rpyc	664
tutorial_atl_db6302bd	e	When we create an ATL transform using the transform statement, we can use that transform as an ATL statement.	../tutorial_atl.rpyc	678
tutorial_atl_785911cf	e	Since the default positions are also transforms, this means that we can use left, right, and center inside of an ATL block.	../tutorial_atl.rpyc	680
tutorial_atl_331126c1	e	Here, we have two new statements. The block statement allows you to include a block of ATL code. Since the repeat statement applies to blocks, this lets you repeat only part of an ATL transform.	../tutorial_atl.rpyc	698
tutorial_atl_24f67b67	e	We also have the time statement, which runs after the given number of seconds have elapsed from the start of the block. It will run even if another statement is running, stopping the other statement.	../tutorial_atl.rpyc	700
tutorial_atl_30dc0008	e	So this code will bounce the image back and forth for eleven and a half seconds, and then move back to the right side of the screen.	../tutorial_atl.rpyc	702
tutorial_atl_f903bc3b	e	The parallel statement lets us run two blocks of ATL code at the same time.	../tutorial_atl.rpyc	718
tutorial_atl_5d0f8f9d	e	Here, the top block move the image in the horizontal direction, and the bottom block moves it in the vertical direction. Since they're moving at different speeds, it looks like the image is bouncing on the screen.	../tutorial_atl.rpyc	720
tutorial_atl_28a7d27e	e	Finally, the choice statement makes Ren'Py randomly pick a block of ATL code. This allows you to add some variation as to what Ren'Py shows.	../tutorial_atl.rpyc	737
tutorial_atl_5fc8c0df	e	This tutorial game has only scratched the surface of what you can do with ATL. For example, we haven't even covered the on and event statements. For more information, you might want to check out the ATL chapter in the reference manual.	../tutorial_atl.rpyc	743
tutorial_atl_1358c6b4	e	But for now, just remember that when it comes to animating and transforming, ATL is the hot new thing.	../tutorial_atl.rpyc	747
		Dismiss	game/demo_ui.rpy	21
		Morning	game/demo_ui.rpy	60
		Afternoon	game/demo_ui.rpy	60
		Evening	game/demo_ui.rpy	60
		morning	game/demo_ui.rpy	61
		afternoon	game/demo_ui.rpy	61
		evening	game/demo_ui.rpy	61
		Study	game/demo_ui.rpy	62
		Exercise	game/demo_ui.rpy	62
		Eat	game/demo_ui.rpy	62
		Drink	game/demo_ui.rpy	62
		Be Merry	game/demo_ui.rpy	62
		March 25th	game/demo_ui.rpy	69
		Strength	game/demo_ui.rpy	71
		Intelligence	game/demo_ui.rpy	71
		Moxie	game/demo_ui.rpy	71
		Chutzpah	game/demo_ui.rpy	71
		Statistics	game/demo_ui.rpy	104
		Continue	game/demo_ui.rpy	135
		What will you do in the [periods_small_selected!t]?	game/demo_ui.rpy	155
		To get to the next screen, click the 'Continue' button.	game/demo_ui.rpy	169
demo_ui_e1d49b5e	e	Ren'Py gives a number of ways of interacting with the user.	game/demo_ui.rpy	220
demo_ui_313b38c2	e	You've already seen say statements and menus.	game/demo_ui.rpy	222
demo_ui_fdeef56f	e	But were you aware that you can have dialogue and menus onscreen at the same time?	game/demo_ui.rpy	224
		Yes.	game/demo_ui.rpy	224
		No.	game/demo_ui.rpy	224
demo_ui_d4d568aa	e	Good!	game/demo_ui.rpy	232
demo_ui_f34995a5	e	Well, now you know.	game/demo_ui.rpy	238
demo_ui_7cfaf270	e	We can also prompt the user to enter some text.	game/demo_ui.rpy	242
		What is your name?	game/demo_ui.rpy	244
		Guy Shy	game/demo_ui.rpy	244
demo_ui_d77a671d	pov	My name is [povname!t].	game/demo_ui.rpy	246
demo_ui_b50edd86	e	Imagemaps let the user click on an image to make a choice. For example, the following screen lets you pick what to do after school:	game/demo_ui.rpy	249
demo_ui_405542a5	e	You chose swimming.	game/demo_ui.rpy	262
demo_ui_264b5873	e	Swimming seems like a lot of fun, but I didn't bring my bathing suit with me.	game/demo_ui.rpy	264
demo_ui_83e5c0cc	e	You chose science.	game/demo_ui.rpy	268
demo_ui_319cdf4b	e	I've heard that some schools have a competitive science team, but to me research is something that can't be rushed.	game/demo_ui.rpy	270
demo_ui_d2a94440	e	You chose art.	game/demo_ui.rpy	274
demo_ui_e6af6f1d	e	Really good background art is hard to make, which is why so many games use filtered photographs. Maybe you can change that.	game/demo_ui.rpy	276
demo_ui_373ea9a5	e	You chose to go home.	game/demo_ui.rpy	280
demo_ui_48eca0a4	e	Anyway...	game/demo_ui.rpy	282
demo_ui_aa9bd954	e	We also support viewports, that allow us to display things that are bigger than the screen.	game/demo_ui.rpy	284
demo_ui_a9db7181	e	This viewport can be adjusted by dragging, by the mouse wheel, and by the scrollbars.	game/demo_ui.rpy	286
demo_ui_7d821fb9	e	Viewports also support edge scrolling, which is automatic scrolling when the mouse reaches their edge.	game/demo_ui.rpy	299
demo_ui_42b93520	e	While these constructs are probably enough for most visual novels, dating simulations may be more complicated.	game/demo_ui.rpy	307
demo_ui_8300d819	e	The ui functions allow you to create quite complicated interfaces.	game/demo_ui.rpy	309
demo_ui_a070bc2d	e	For example, try the following scheduling and stats screen, which could be used by a stat-based dating simulation.	game/demo_ui.rpy	311
demo_ui_0d8b1a1c	e	For a better implementation of this, take a look at the dating sim engine (DSE) that ships with Ren'Py.	game/demo_ui.rpy	321
_call_fight_1_cf0ffdb0	e	The ui functions can be also be used to show the sorts of stats you'd need if your game involves combat.	game/demo_ui.rpy	325
_call_fight_2_7890ebb9	e	Hopefully, the ui functions will let you write whatever visual novel or dating sim you want.	game/demo_ui.rpy	329
demo_dynamic_b72548ea	e	The DynamicDisplayable function lets you change what's displayed over the course of an interaction.	game/demo_dynamic.rpy	27
demo_dynamic_0276dbb9	e	This makes it possible to display things like countdown timers and progress bars.	game/demo_dynamic.rpy	31
demo_dynamic_4cabf539	e	Remember, people read at different speeds, so it's probably better to use this for flavor, rather then to make games time-sensitive.	game/demo_dynamic.rpy	33
demo_imageops_0e0e59e0	e	Image operations allow us to manipulate images as they are loaded in.	game/demo_imageops.rpy	69
demo_imageops_2dfc0c2e	e	They're efficient, as they are only evaluated when an image is first loaded.	game/demo_imageops.rpy	71
demo_imageops_9ee5a075	e	This way, there's no extra work that needs to be done when each frame is drawn to the screen.	game/demo_imageops.rpy	73
demo_imageops_3f73f4c2	e	Let me show you a test image, the Ren'Py logo.	game/demo_imageops.rpy	80
demo_imageops_e3887927	e	We'll be applying some image operations to it, to see how they can be used.	game/demo_imageops.rpy	82
demo_imageops_d05ba9d9	e	The im.Crop operation can take the image, and chop it up into a smaller image.	game/demo_imageops.rpy	87
demo_imageops_f57f6496	e	The im.Composite operation lets us take multiple images, and draw them into a single image.	game/demo_imageops.rpy	92
demo_imageops_634bc9da	e	While you can do this by showing multiple images, this is often more efficient.	game/demo_imageops.rpy	94
demo_imageops_3a9392e4	e	There's also LiveComposite, which is less efficent, but allows for animation.	game/demo_imageops.rpy	99
demo_imageops_aab0c08f	e	It isn't really an image operation, but we don't know where else to put it.	game/demo_imageops.rpy	101
demo_imageops_23cd24da	e	The im.Scale operation lets us scale an image to a particular size.	game/demo_imageops.rpy	106
demo_imageops_dcaf5d6b	e	im.FactorScale lets us do the same thing, except to a factor of the original size.	game/demo_imageops.rpy	111
demo_imageops_eeaec24a	e	The im.Map operation lets us mess with the red, green, blue, and alpha channels of an image.	game/demo_imageops.rpy	116
demo_imageops_a2ed064d	e	In this case, we removed all the red from the image, leaving only the blue and green channels.	game/demo_imageops.rpy	118
demo_imageops_77b0a263	e	The im.Recolor operation can do the same thing, but is more efficient when we're linearly mapping colors.	game/demo_imageops.rpy	125
demo_imageops_360723bc	e	The im.Twocolor operation lets you take a black and white image, like this one...	game/demo_imageops.rpy	130
demo_imageops_0948998c	e	... and assign colors to replace black and white.	game/demo_imageops.rpy	135
demo_imageops_75522403	e	The im.MatrixColor operation lets you use a matrix to alter the colors. With the right matrix, you can desaturate colors...	game/demo_imageops.rpy	140
demo_imageops_6fe260b9	e	... tint the image blue...	game/demo_imageops.rpy	145
demo_imageops_85c10beb	e	... rotate the hue... 	game/demo_imageops.rpy	150
demo_imageops_09d2d97f	e	... or invert the colors, for a kinda scary look.	game/demo_imageops.rpy	155
demo_imageops_6dd8f586	e	It can even adjust brightness and contrast.	game/demo_imageops.rpy	160
demo_imageops_ba8ddf3e	e	We've made some of the most common matrices into image operators.	game/demo_imageops.rpy	162
demo_imageops_4c62de6f	e	im.Grayscale can make an image grayscale...	game/demo_imageops.rpy	167
demo_imageops_7d471e4b	e	... while im.Sepia can sepia-tone an image.	game/demo_imageops.rpy	172
demo_imageops_59ca3a66	e	The im.Alpha operation can adjust the alpha channel on an image, making things partially transparent.	game/demo_imageops.rpy	179
demo_imageops_514a55db	e	It's useful if a character just happens to be ghost.	game/demo_imageops.rpy	184
demo_imageops_05fc1200	e	But that isn't the case with me.	game/demo_imageops.rpy	190
demo_imageops_cf7fbb57	e	Finally, there's im.Flip, which can flip an image horizontally or vertically.	game/demo_imageops.rpy	197
demo_imageops_49161c26	e	I think the less I say about this, the better.	game/demo_imageops.rpy	199
demo_layers_c4715eb5	e	Ren'Py lets you define layers, and show images on specific layers.	game/demo_layers.rpy	15
demo_layers_c385f69e	e	The \"onlayer\" clause of the scene, show, and hide statements lets us pick which layers the commands affect.	game/demo_layers.rpy	26
demo_layers_89a87205	e	As you can see, layers do not have to take up the entire screen. When a layer doesn't, images are clipped to the layer.	game/demo_layers.rpy	28
demo_layers_72b6169a	e	The \"as\" clause lets you change the tag of an image.	game/demo_layers.rpy	34
demo_layers_31adea8e	e	This is useful when you want to show two copies of the same image.	game/demo_layers.rpy	43
demo_layers_2659ae91	e	Or if a character has a twin.	game/demo_layers.rpy	45
		This is text.	game/demo_layers.rpy	53
demo_layers_fa599d50	e	You can use \"show expression\" to show things that aren't just images, like text.	game/demo_layers.rpy	56
demo_layers_91559c86	e	The \"behind\" clause lets you place an image behind another.	game/demo_layers.rpy	64
demo_layers_a983efbd	e	Finally, the \"show layer\" statement allows you to apply a transform to an entire layer.	game/demo_layers.rpy	77
demo_layers_1185c462	e	And that's it for layers and advanced show.	game/demo_layers.rpy	90
tutorial_playing_2985ab86	e	As someone who has played more than a few visual novels, there are many features that I expect all games to have.	../tutorial_playing.rpyc	16
tutorial_playing_ca4769bb	e	Features like saving, loading, changing preferences, and so on.	../tutorial_playing.rpyc	18
tutorial_playing_f30f1979	e	One of the nice things about Ren'Py is that the engine provides many of these features for you. You can spend your time creating your game, and let us provide these things.	../tutorial_playing.rpyc	20
tutorial_playing_afa743e7	e	While you're in the game, you can access the game menu by right clicking or hitting the escape key.	../tutorial_playing.rpyc	22
tutorial_playing_8360224a	e	When you first enter the game menu, you'll see the save screen. Clicking on a numbered slot will save the game.	../tutorial_playing.rpyc	28
tutorial_playing_6d0ef6c9	e	Unlike other engines, Ren'Py doesn't limit the number of save slots that you can use.	../tutorial_playing.rpyc	30
tutorial_playing_fea05c6b	e	The load screen looks quite similar to the save screen, and lets you load a game from a save slot.	../tutorial_playing.rpyc	32
tutorial_playing_8e7e83a8	e	It also lets you load one of the auto-saves that Ren'Py makes for you.	../tutorial_playing.rpyc	34
tutorial_playing_2bad7992	e	The other screen of the game menu is the preferences screen.	../tutorial_playing.rpyc	39
tutorial_playing_eaac8ba9	e	This screen lets you decide how Ren'Py displays, pick what Ren'Py skips, control text speed and auto-click speed, and adjust sound, music, and voice volumes.	../tutorial_playing.rpyc	41
tutorial_playing_b1562a34	e	The game menu also lets you end the game and return to the main menu, or quit Ren'Py entirely.	../tutorial_playing.rpyc	43
tutorial_playing_790f9dc7	e	While the default game menus look a bit generic, with a little work they can be customized or even entirely replaced, allowing you to create menus as unique as your game.	../tutorial_playing.rpyc	48
tutorial_playing_bc29822e	e	While inside the game, there are a few more things you can do.	../tutorial_playing.rpyc	54
tutorial_playing_dc0f9cf7	e	When I'm liking a visual novel, I want to see all the endings. Ren'Py's skip function lets me easily do this, by skipping text that I've already seen.	../tutorial_playing.rpyc	56
tutorial_playing_6dded697	e	I can skip a few lines by holding down Control, or I can toggle skip mode by pressing tab.	../tutorial_playing.rpyc	58
tutorial_playing_d3553fbe	e	By default, we only skip read text, so this won't do anything the first time through the game.	../tutorial_playing.rpyc	60
tutorial_playing_9a605016	e	Pressing the 's' key saves a screenshot to disk, so I can upload pictures of the game to websites like renpy.org.	../tutorial_playing.rpyc	62
tutorial_playing_a9c70134	e	Finally, there's rollback, which lets you go back in time to previous screens, letting you re-read text.	../tutorial_playing.rpyc	64
tutorial_playing_ffcaf528	e	Would you like to hear more about rollback?	../tutorial_playing.rpyc	65
tutorial_rollback_40b09eaf	e	You can invoke a rollback by scrolling the mouse wheel up, or by pushing the page up key. That'll bring you back to the previous screen.	../tutorial_playing.rpyc	80
tutorial_rollback_041be71b	e	While at a previous screen, you can roll forward by scrolling the mouse wheel down, or pushing the page down key.	../tutorial_playing.rpyc	82
tutorial_rollback_1d0e55c3	e	Rolling forward through a menu will make the same choice you did last time. But unlike other engines, Ren'Py's rollback system allows you to make a different choice.	../tutorial_playing.rpyc	84
tutorial_rollback_a4633f53	e	You can try it by rolling back through the last menu, and saying 'No'.	../tutorial_playing.rpyc	86
tutorial_rollback_a30f8a06	e	Press page up, or scroll up the mouse wheel.	../tutorial_playing.rpyc	88
tutorial_rollback_de0b6f5a	e	Well, are you going to try it?	../tutorial_playing.rpyc	92
tutorial_rollback_6bbdedaa	e	Your loss.	../tutorial_playing.rpyc	94
tutorial_rollback_dce979d4	e	Moving on.	../tutorial_playing.rpyc	96
tutorial_rollback_done_54d6ee45	e	By allowing Ren'Py to take care of out-of-game issues like loading and saving, you can focus on making your game, while still giving users the experience they've come to expect.	../tutorial_playing.rpyc	102
tutorial_sprite_d2ca6a0c	e	Ren'Py supports a sprite system, which allows many similar objects to be shown on the screen at once.	../tutorial_sprite.rpyc	63
tutorial_sprite_40df8d5d	e	The background behind me consists of one hundred and seventy-five stars, being moved at several different speeds, to give a starflight effect.	../tutorial_sprite.rpyc	70
tutorial_sprite_29c5e523	e	The OpenGL system should be able to animate this smoothly, but you might see a bit of stuttering if your computer is using software.	../tutorial_sprite.rpyc	72
tutorial_sprite_90927173	e	You'll need to decide which older systems to support.	../tutorial_sprite.rpyc	74
tutorial_sprite_9afa1448	e	The sprite manager requires you to write a python function to move the sprites around.	../tutorial_sprite.rpyc	80
tutorial_sprite_2c9a79ad	e	In many cases, all you need is something moving around the screen - like cherry blossoms, or snow.	../tutorial_sprite.rpyc	84
tutorial_sprite_595d03b3	e	That's what the snowblossom function gives you - a simple way to have things falling from the top of the screen.	../tutorial_sprite.rpyc	86
tutorial_sprite_4f82c848	e	And that's it for sprites.	../tutorial_sprite.rpyc	91
demo_nvlmode_a986703b	nvle	NVL-style games are games that cover the full screen with text, rather then placing it in a file at the bottom of the screen.	game/demo_nvlmode.rpy	17
demo_nvlmode_37fd9ceb	nvle	Ren'Py ships with a file, nvl_mode.rpy, that implements NVL-style games. You're seeing an example of NVL-mode at work.	game/demo_nvlmode.rpy	19
demo_nvlmode_66cbcf75	nvle	To use NVL-mode, you need to define Characters with a kind=nvl.	game/demo_nvlmode.rpy	23
demo_nvlmode_ad2b8b67	nvle	You use 'nvl clear' to clear the screen when that becomes necessary.	game/demo_nvlmode.rpy	25
demo_nvlmode_390a4eb1	nvle	The 'nvl show' and 'nvl hide' statements use transitions to show and hide the NVL window.	game/demo_nvlmode.rpy	30
demo_nvlmode_74454519	nvle	The nvl_erase function removes a line from the screen.	game/demo_nvlmode.rpy	32
demo_nvlmode_5e97d841	nvle	Like that.	game/demo_nvlmode.rpy	36
demo_nvlmode_ea2d8a07	nvle	The nvl_mode also supports showing menus to the user, provided they are the last thing on the screen. Understand?	game/demo_nvlmode.rpy	43
demo_nvlmode_0f2b7d59	nvle	Good!	game/demo_nvlmode.rpy	51
demo_nvlmode_b64ad3b1	nvle	Well, it might help if you take a look at the demo code.	game/demo_nvlmode.rpy	59
demo_nvlmode_edb031ab	eside	You can specify transitions that occur when going from NVL-mode to ADV-mode.	game/demo_nvlmode.rpy	63
demo_nvlmode_d43b28d1	nvle	As well as when going from ADV-mode to NVL-mode.	game/demo_nvlmode.rpy	65
demo_nvlmode_f056c7ad	nvle	Text tags like w work in NVL-mode.	game/demo_nvlmode.rpy	67
demo_nvlmode_750cd9a1	extend	 As does the \"extend\" special character.	game/demo_nvlmode.rpy	69
demo_nvlmode_146d840b	nvle	And that's it for NVL-mode.	game/demo_nvlmode.rpy	71
		Player	game/demo_minigame.rpy	16
		Click to Begin	game/demo_minigame.rpy	18
demo_minigame_03fc91ef	e	You may want to mix Ren'Py with other forms of gameplay. There are many ways to do this.	game/demo_minigame.rpy	204
demo_minigame_8c389a44	e	The first is with the UI functions, which can be used to create powerful button and menu based interfaces.	game/demo_minigame.rpy	206
demo_minigame_0d5698fc	e	These are often enough for many simulation-style games.	game/demo_minigame.rpy	208
demo_minigame_abc48e39	e	We also have two more ways in which Ren'Py can be extended. Both require experience with Python programming, and so aren't for the faint of heart.	game/demo_minigame.rpy	210
demo_minigame_4d7b5701	e	Renpygame is a library that allows pygame games to be run inside Ren'Py.	game/demo_minigame.rpy	212
demo_minigame_bb13a57e	e	When using renpygame, Ren'Py steps out of the way and gives you total control over the user's experience.	game/demo_minigame.rpy	214
demo_minigame_4f4537ea	e	You can get renpygame from the Frameworks page of the Ren'Py website.	game/demo_minigame.rpy	216
demo_minigame_b2baab12	e	If you want to integrate your code with Ren'Py, you can write a user-defined displayable.	game/demo_minigame.rpy	218
demo_minigame_9d67e41d	e	User-defined displayables are somewhat more limited, but integrate better with the rest of Ren'Py.	game/demo_minigame.rpy	220
demo_minigame_59b3fdfd	e	For example, one could support loading and saving while a user-defined displayable is shown.	game/demo_minigame.rpy	222
demo_minigame_e02e509d	e	Now, why don't we play some pong?	game/demo_minigame.rpy	224
demo_minigame_pong_ce00ff63	e	I win!	game/demo_minigame.rpy	246
demo_minigame_pong_68c82e98	e	You won! Congratulations.	game/demo_minigame.rpy	250
demo_minigame_pong_dde7e31a	e	Would you like to play again?	game/demo_minigame.rpy	255
		Sure.	game/demo_minigame.rpy	255
		No thanks.	game/demo_minigame.rpy	255
demo_minigame_pong_cd12159e	e	Remember to be careful about putting minigames in a visual novel, since not every visual novel player wants to be good at arcade games.	game/demo_minigame.rpy	264
		Lucy	game/tutorial_quickstart.rpy	5
tutorial_dialogue_f6d3ddd3	e	Probably the best way to learn Ren'Py is to see it in action. In this tutorial, I'll be showing you some of the things Ren'Py can do, and also showing you how to do them.	../tutorial_quickstart.rpyc	20
tutorial_dialogue_49c65906	e	Code examples will show up in a window like the one above. You'll need to click outside of the example window in order to advance the tutorial.	../tutorial_quickstart.rpyc	25
tutorial_dialogue_5c2cb6f9	e	When an example is bigger than the screen, you can scroll around in it using the mouse wheel or by simply dragging the mouse.	../tutorial_quickstart.rpyc	27
tutorial_dialogue_3528a1fe	e	To create a new project, you can click New Project in the Ren'Py launcher.	../tutorial_quickstart.rpyc	32
tutorial_dialogue_3ef9231c	e	If it's your first time making a Ren'Py game, you'll be asked to pick a directory to store your projects in.	../tutorial_quickstart.rpyc	34
tutorial_dialogue_15734bf9	e	You'll then be asked for the name of the project, and also to choose a theme for the interface.	../tutorial_quickstart.rpyc	36
tutorial_dialogue_46edb91d	e	Once that's done, Ren'Py will automatically create a directory and fill it with the files needed to make a project.	../tutorial_quickstart.rpyc	38
tutorial_dialogue_66d639af	e	If you have Java installed, you'll be able to click Edit Script to open your project's script.	../tutorial_quickstart.rpyc	40
tutorial_dialogue_f0d66410	e	Let's see the simplest possible Ren'Py game.	../tutorial_quickstart.rpyc	42
tutorial_dialogue_3e6b0068		Wow, It's really really dark in here.	../tutorial_quickstart.rpyc	48
tutorial_dialogue_5072a404	"Lucy"	Better watch out. You don't want to be eaten by a Grue.	../tutorial_quickstart.rpyc	50
tutorial_dialogue_871db44f	e	I'll show you the code for that example.	../tutorial_quickstart.rpyc	59
tutorial_dialogue_6943c36d	e	This code demonstrates two kinds of Ren'Py statements, labels and say statements.	../tutorial_quickstart.rpyc	61
tutorial_dialogue_bc7ec147	e	The first line is a label statement. The label statement is used to give a name to a place in the program.	../tutorial_quickstart.rpyc	63
tutorial_dialogue_b20db833	e	In this case, we're naming a place \"start\". The start label is special, as it marks the place a game begins running.	../tutorial_quickstart.rpyc	65
tutorial_dialogue_b0afbe96	e	The next line is a simple say statement. It consists of a string beginning with a double-quote, and ending at the next double-quote.	../tutorial_quickstart.rpyc	67
tutorial_dialogue_628c9e4c	e	Special characters in strings can be escaped with a backslash. To include \" in a string, we have to write \\\".	../tutorial_quickstart.rpyc	69
tutorial_dialogue_3e6b0068_1		Wow, It's really really dark in here.	../tutorial_quickstart.rpyc	74
tutorial_dialogue_d7f0b5b7	e	When Ren'Py sees a single string on a line by itself, it uses the narrator to say that string. So a single string can be used to express a character's thoughts.	../tutorial_quickstart.rpyc	82
tutorial_dialogue_5072a404_1	"Lucy"	Better watch out. You don't want to be eaten by a Grue.	../tutorial_quickstart.rpyc	87
tutorial_dialogue_9dd2d543	e	When we have two strings separated by a space, the first is used as the character's name, and the second is what the character is saying.	../tutorial_quickstart.rpyc	95
tutorial_dialogue_64ffe685	e	This two-argument form of the say statement is used for dialogue, where a character is speaking out loud.	../tutorial_quickstart.rpyc	97
tutorial_dialogue_97a33275	e	If you'd like, you can run this game yourself by erasing everything in your project's script.rpy file, and replacing it with the code in the box above.	../tutorial_quickstart.rpyc	99
tutorial_dialogue_c5e70d7e	e	Be sure to preserve the spacing before lines. That's known as indentation, and it's used to help Ren'Py group lines of script into blocks.	../tutorial_quickstart.rpyc	101
tutorial_dialogue_90719f73	e	Using a string for a character's name is inconvenient, for two reasons.	../tutorial_quickstart.rpyc	106
tutorial_dialogue_910f286a	e	The first is that's it's a bit verbose. While typing \"Lucy\" isn't so bad, imagine if you had to type \"Eileen Richardson\" thousands of times.	../tutorial_quickstart.rpyc	108
tutorial_dialogue_9c9d59c2	e	The second is that it doesn't leave any place to put styling, which can change the look of a character.	../tutorial_quickstart.rpyc	110
tutorial_dialogue_2a2d1e51	e	To solve these problems, Ren'Py lets you define Characters.	../tutorial_quickstart.rpyc	112
tutorial_dialogue_16e8c5fd	e	Here's an example Character definition. It begins with the word \"define\". That tells Ren'Py that we are defining something.	../tutorial_quickstart.rpyc	116
tutorial_dialogue_34fe5aa0	e	Define is followed by a short name for the character, like \"l\". We'll be able to use that short name when writing dialogue.	../tutorial_quickstart.rpyc	118
tutorial_dialogue_67f90201	e	This is followed by an equals sign, and the thing that we're defining. In this case, it's a Character.	../tutorial_quickstart.rpyc	120
tutorial_dialogue_4e454a89	e	On the first line, the character's name is given to be \"Lucy\", and her name will be drawn a reddish color.	../tutorial_quickstart.rpyc	122
tutorial_dialogue_db11f026	e	These short names are case-sensitive. Capital L is a different name from lower-case l, so you'll need to be careful about that.	../tutorial_quickstart.rpyc	124
tutorial_dialogue_1d161320	e	Now that we have a character defined, we can use it to say dialogue.	../tutorial_quickstart.rpyc	128
tutorial_dialogue_3710169c	l	Why are you trying to put words into my mouth? And who are you calling \"it\"?	../tutorial_quickstart.rpyc	134
tutorial_dialogue_6d463776	l	What's more, what are you going to do about the Grue problem? Are you just going to leave me here?	../tutorial_quickstart.rpyc	136
tutorial_dialogue_023bcd31	e	Here's the full game, including the two new lines of dialogue, both of which use the Character we defined to say dialogue.	../tutorial_quickstart.rpyc	145
tutorial_dialogue_48bb9547	e	The one-argument form of the say statement is unchanged, but in the two-argument form, instead of the first string we can use a short name.	../tutorial_quickstart.rpyc	147
tutorial_dialogue_56a9936f	e	When this say statement is run, Ren'Py will look up the short name, which is really a Python variable. It will then use the associated Character to show the dialogue.	../tutorial_quickstart.rpyc	149
tutorial_dialogue_d5984a21	e	The Character object controls who is speaking, the color of their name, and many other properties of the dialogue.	../tutorial_quickstart.rpyc	151
tutorial_dialogue_a5bcac8b	e	Since the bulk of a visual novel is dialogue, we've tried to make it as easy to write as possible.	../tutorial_quickstart.rpyc	155
tutorial_dialogue_6b9a42d0	e	Hopefully, by allowing the use of short names for characters, we've succeeded.	../tutorial_quickstart.rpyc	157
tutorial_images_e09ac970	e	A visual novel isn't much without images. So let's add some images to our little game.	../tutorial_quickstart.rpyc	163
tutorial_images_a664a8bc	e	Before we can show images, we must first put the image files into the game directory.	../tutorial_quickstart.rpyc	165
tutorial_images_1d6236ee	e	The easiest way to open the game directory is to click the Game Directory button in the Ren'Py launcher.	../tutorial_quickstart.rpyc	167
tutorial_images_e41986f0	e	All of the image files we'll be using here are in the game directory, under the tutorial directory, under the Ren'Py directory.	../tutorial_quickstart.rpyc	169
tutorial_images_0b9f7257	e	Here are some sample image definitions. They should be placed at the start of the file, without any indentation.	../tutorial_quickstart.rpyc	173
tutorial_images_5d67054c	e	The image statement begins with the keyword \"image\", which is followed by an image name, a space-separated list of words.	../tutorial_quickstart.rpyc	175
tutorial_images_4c9a51ec	e	The first word in the image name is the image tag. For the first image the tag is \"bg\", and for the others, it's \"lucy\".	../tutorial_quickstart.rpyc	177
tutorial_images_bda71aa3	e	This is followed by an equals sign, and a string giving an image name.	../tutorial_quickstart.rpyc	179
tutorial_images_6d88aaa3	e	A string giving an image name is only one of the dozens of kinds of displayable that Ren'Py supports.	../tutorial_quickstart.rpyc	181
tutorial_images_76b954de	e	Let's see what those look like in the game.	../tutorial_quickstart.rpyc	185
tutorial_images_f04e72ea	l	Now that the lights are on, we don't have to worry about Grues anymore.	../tutorial_quickstart.rpyc	192
tutorial_images_d77ffa1c	l	But what's the deal with me being in a cave? Eileen gets to be out in the sun, and I'm stuck here!	../tutorial_quickstart.rpyc	196
tutorial_images_6c0c938b	e	Here's the script for that scene. Notice how it includes two new statements, the scene and show statement.	../tutorial_quickstart.rpyc	205
tutorial_images_1a4660b9	e	The scene statement clears the screen, and then adds a background image.	../tutorial_quickstart.rpyc	207
tutorial_images_672c8cb8	e	The show statement adds a background image on top of all the other images on the screen.	../tutorial_quickstart.rpyc	209
tutorial_images_2fc7baee	e	If there was already an image with the same tag, the new image is used to replace the old one.	../tutorial_quickstart.rpyc	211
tutorial_images_802825f2	e	Changes to the list of shown images take place instantly, so in the example, the user won't see the background by itself.	../tutorial_quickstart.rpyc	213
tutorial_images_b246dfdd	e	The second show statement has an at clause, which gives a location on the screen. Common locations are left, right, and center, but you can define many more.	../tutorial_quickstart.rpyc	215
tutorial_images_bc4ae0c7	e	In this example, we show an image named logo base, and we show it at a user-defined position, logopos.	../tutorial_quickstart.rpyc	223
